"service_id","date","exception_type"
83,20220418,1
83,20220414,1
83,20220415,1
83,20220417,1
83,20220424,1
83,20220501,1
83,20220508,1
84,20220418,1
84,20220414,1
84,20220415,1
85,20220418,2
85,20220414,2
85,20220415,2
86,20220502,1
86,20220509,1
87,20220506,1
88,20220503,1
88,20220510,1
88,20220504,1
88,20220511,1
88,20220505,1
89,20220501,1
89,20220508,1
90,20220430,1
91,20220424,1
92,20220423,1
93,20220418,1
94,20220417,1
95,20220416,1
96,20220415,1
97,20220410,1
98,20220409,1
99,20220403,1
100,20220402,1
101,20220327,1
102,20220326,1
103,20220320,1
104,20220313,1
105,20220306,1
106,20220227,1
107,20220226,1
107,20220305,1
107,20220312,1
107,20220319,1
108,20220220,1
109,20220219,1
110,20220215,1
111,20220214,1
112,20220429,1
113,20220428,1
114,20220427,1
115,20220426,1
116,20220425,1
117,20220422,1
118,20220421,1
119,20220420,1
120,20220419,1
121,20220413,1
122,20220412,1
123,20220411,1
124,20220408,1
125,20220407,1
126,20220406,1
127,20220405,1
128,20220404,1
129,20220401,1
130,20220331,1
131,20220330,1
132,20220329,1
133,20220328,1
134,20220325,1
135,20220322,1
136,20220321,1
137,20220323,1
137,20220317,1
137,20220324,1
138,20220316,1
139,20220315,1
140,20220314,1
141,20220310,1
142,20220309,1
143,20220308,1
144,20220307,1
145,20220303,1
146,20220302,1
147,20220301,1
148,20220228,1
149,20220225,1
149,20220304,1
149,20220311,1
149,20220318,1
150,20220224,1
151,20220223,1
152,20220222,1
153,20220221,1
154,20220218,1
155,20220217,1
156,20220216,1
157,20220414,1
158,20220326,1
158,20220423,1
159,20220326,1
159,20220423,1
159,20220327,1
159,20220424,1
160,20220325,1
160,20220422,1
161,20220307,1
161,20220308,1
161,20220309,1
161,20220310,1
162,20220219,1
162,20220402,1
162,20220409,1
162,20220416,1
163,20220221,1
163,20220404,1
163,20220411,1
163,20220412,1
163,20220419,1
163,20220413,1
164,20220221,1
164,20220404,1
164,20220411,1
164,20220412,1
164,20220413,1
165,20220221,1
165,20220404,1
166,20220418,1
166,20220414,1
166,20220415,1
166,20220219,1
166,20220402,1
166,20220409,1
166,20220416,1
166,20220220,1
166,20220403,1
166,20220410,1
166,20220417,1
167,20220411,1
167,20220412,1
167,20220413,1
167,20220408,1
168,20220404,2
168,20220411,2
168,20220418,2
168,20220425,2
168,20220502,2
168,20220509,2
168,20220405,2
168,20220412,2
168,20220419,2
168,20220426,2
168,20220503,2
168,20220510,2
169,20220404,1
169,20220405,1
169,20220406,1
169,20220407,1
170,20220404,1
170,20220411,1
170,20220405,1
170,20220412,1
170,20220406,1
170,20220413,1
170,20220407,1
170,20220218,1
170,20220401,1
170,20220408,1
171,20220222,1
171,20220223,1
171,20220224,1
172,20220307,1
172,20220222,1
172,20220308,1
172,20220223,1
172,20220302,1
172,20220309,1
172,20220224,1
172,20220303,1
173,20220227,1
173,20220306,1
174,20220418,2
174,20220425,2
174,20220502,2
174,20220509,2
174,20220419,2
174,20220426,2
174,20220503,2
174,20220510,2
174,20220406,1
174,20220413,1
174,20220407,1
174,20220218,1
174,20220401,1
174,20220408,1
175,20220412,1
175,20220413,1
176,20220411,1
176,20220412,1
176,20220413,1
176,20220218,1
176,20220401,1
176,20220408,1
177,20220217,1
177,20220220,1
178,20220411,1
178,20220502,1
178,20220509,1
178,20220412,1
178,20220503,1
178,20220510,1
178,20220413,1
178,20220504,1
178,20220511,1
178,20220505,1
178,20220506,1
180,20220501,2
180,20220508,2
181,20220418,2
181,20220414,2
181,20220415,2
182,20220219,1
182,20220409,1
182,20220416,1
183,20220411,2
183,20220418,2
183,20220502,2
183,20220509,2
183,20220412,2
183,20220503,2
183,20220510,2
183,20220413,2
183,20220504,2
183,20220511,2
183,20220414,2
183,20220505,2
183,20220415,2
183,20220506,2
184,20220328,2
184,20220418,2
184,20220414,2
184,20220415,2
185,20220418,1
185,20220414,1
185,20220415,1
185,20220219,1
185,20220402,1
185,20220409,1
185,20220416,1
185,20220430,1
185,20220220,1
185,20220403,1
185,20220410,1
185,20220417,1
186,20220418,1
186,20220414,1
186,20220415,1
186,20220326,2
186,20220423,2
186,20220220,1
186,20220403,1
186,20220410,1
186,20220417,1
187,20220418,2
187,20220414,2
187,20220325,2
187,20220415,2
187,20220422,2
188,20220307,2
188,20220418,2
188,20220308,2
188,20220309,2
188,20220310,2
188,20220414,2
188,20220325,2
188,20220415,2
188,20220422,2
189,20220418,1
189,20220414,1
189,20220415,1
189,20220219,1
189,20220402,1
189,20220409,1
189,20220416,1
189,20220306,2
189,20220327,2
189,20220424,2
190,20220430,2
191,20220219,2
191,20220402,2
191,20220409,2
191,20220416,2
191,20220430,2
192,20220221,2
192,20220404,2
192,20220411,2
192,20220418,2
192,20220405,2
192,20220412,2
192,20220419,2
192,20220406,2
192,20220413,2
192,20220420,2
192,20220407,2
192,20220414,2
192,20220408,2
192,20220415,2
193,20220221,1
193,20220404,1
193,20220411,1
193,20220405,1
193,20220412,1
193,20220419,1
193,20220406,1
193,20220413,1
193,20220407,1
193,20220408,1
194,20220221,2
194,20220404,2
194,20220411,2
194,20220418,2
194,20220425,2
194,20220405,2
194,20220412,2
194,20220419,2
194,20220406,2
194,20220413,2
194,20220420,2
194,20220407,2
194,20220414,2
194,20220408,2
194,20220415,2
195,20220221,1
195,20220404,1
195,20220411,1
195,20220405,1
195,20220412,1
195,20220406,1
195,20220413,1
195,20220407,1
195,20220408,1
196,20220404,1
196,20220425,1
196,20220405,1
196,20220406,1
196,20220407,1
196,20220408,1
197,20220220,2
197,20220403,2
197,20220410,2
197,20220417,2
198,20220418,1
198,20220414,1
198,20220415,1
198,20220220,1
198,20220403,1
198,20220410,1
198,20220417,1
199,20220404,2
199,20220411,2
199,20220418,2
199,20220425,2
199,20220405,2
199,20220412,2
199,20220419,2
199,20220406,2
199,20220413,2
199,20220420,2
199,20220407,2
199,20220414,2
199,20220408,2
199,20220415,2
200,20220404,1
200,20220411,1
200,20220405,1
200,20220412,1
200,20220406,1
200,20220413,1
200,20220407,1
200,20220408,1
201,20220404,1
201,20220411,1
201,20220425,1
201,20220405,1
201,20220412,1
201,20220406,1
201,20220413,1
201,20220407,1
201,20220408,1
202,20220219,2
202,20220402,2
202,20220409,2
202,20220416,2
202,20220430,2
202,20220220,2
202,20220403,2
202,20220410,2
202,20220417,2
203,20220408,2
203,20220415,2
204,20220404,2
204,20220411,2
204,20220418,2
204,20220425,2
204,20220405,2
204,20220412,2
204,20220419,2
204,20220406,2
204,20220413,2
204,20220420,2
204,20220407,2
204,20220414,2
205,20220217,1
205,20220408,2
205,20220415,2
206,20220502,1
206,20220509,1
206,20220426,1
206,20220503,1
206,20220510,1
206,20220406,2
206,20220413,2
206,20220420,2
206,20220407,2
206,20220414,2
206,20220218,2
206,20220401,2
206,20220408,2
206,20220415,2
207,20220418,2
207,20220222,2
207,20220223,2
207,20220224,2
207,20220414,2
208,20220307,2
208,20220418,2
208,20220222,2
208,20220308,2
208,20220223,2
208,20220302,2
208,20220309,2
208,20220224,2
208,20220303,2
208,20220414,2
208,20220415,2
209,20220418,1
209,20220414,1
209,20220415,1
209,20220227,2
210,20220418,1
210,20220414,1
210,20220415,1
210,20220227,2
210,20220306,2
211,20220326,2
211,20220423,2
212,20220418,1
212,20220415,1
213,20220502,1
213,20220509,1
213,20220426,1
213,20220503,1
213,20220510,1
213,20220330,2
213,20220406,2
213,20220413,2
213,20220420,2
213,20220331,2
213,20220407,2
213,20220414,2
213,20220218,2
213,20220401,2
213,20220408,2
213,20220415,2
214,20220330,1
214,20220331,1
216,20220411,2
216,20220418,2
216,20220412,2
216,20220413,2
216,20220414,2
216,20220415,2
217,20220415,1
218,20220217,2
218,20220220,2
219,20220419,1
219,20220420,1
220,20220418,1
220,20220414,1
220,20220415,1
220,20220501,2
220,20220508,2
221,20220418,1
221,20220414,1
221,20220415,1
221,20220313,2
222,20220314,2
222,20220418,2
222,20220315,2
222,20220316,2
222,20220414,2
222,20220415,2
223,20220314,1
223,20220315,1
223,20220316,1
224,20220326,2
224,20220423,2
224,20220430,2
225,20220418,1
225,20220414,1
225,20220415,1
225,20220326,2
225,20220423,2
225,20220430,2
225,20220327,2
225,20220424,2
226,20220418,1
226,20220414,1
226,20220415,1
226,20220326,2
226,20220423,2
226,20220327,2
226,20220424,2
227,20220214,2
227,20220418,2
227,20220215,2
227,20220216,2
227,20220217,2
227,20220414,2
227,20220325,2
227,20220415,2
227,20220422,2
228,20220214,1
228,20220215,1
228,20220216,1
228,20220217,1
229,20220418,1
229,20220414,1
229,20220415,1
229,20220326,2
229,20220423,2
229,20220306,2
229,20220327,2
229,20220424,2
230,20220411,1
230,20220425,1
230,20220412,1
230,20220413,1
231,20220327,1
231,20220424,1
232,20220219,2
232,20220402,2
232,20220409,2
232,20220416,2
232,20220430,2
232,20220327,1
232,20220424,1
233,20220326,1
233,20220423,1
233,20220220,2
233,20220403,2
233,20220410,2
233,20220417,2
234,20220326,2
234,20220423,2
234,20220507,2
235,20220418,1
235,20220414,1
235,20220415,1
235,20220430,2
236,20220418,1
236,20220414,1
237,20220404,2
237,20220411,2
237,20220425,2
237,20220502,2
237,20220509,2
237,20220405,2
237,20220412,2
237,20220419,2
237,20220426,2
237,20220503,2
237,20220510,2
237,20220414,1
237,20220415,1
237,20220220,2
238,20220405,1
238,20220406,1
238,20220407,1
238,20220408,1
239,20220318,1
240,20220314,1
240,20220509,1
240,20220316,1
240,20220511,1
241,20220315,1
241,20220510,1
241,20220317,1
242,20220221,1
242,20220302,1
242,20220309,1
242,20220323,1
242,20220330,1
243,20220303,1
243,20220310,1
243,20220331,1
244,20220225,1
245,20220301,1
245,20220308,1
245,20220329,1
245,20220220,1
245,20220227,1
246,20220223,1
246,20220304,1
246,20220325,1
246,20220401,1
247,20220223,1
247,20220306,1
247,20220327,1
248,20220321,1
248,20220224,1
249,20220324,1
250,20220311,1
251,20220301,1
251,20220308,1
251,20220329,1
252,20220228,1
252,20220307,1
252,20220328,1
253,20220220,1
253,20220227,1
254,20220220,2
254,20220227,2
254,20220306,2
254,20220320,2
254,20220327,2
255,20220302,1
255,20220309,1
255,20220323,1
255,20220330,1
256,20220304,1
256,20220325,1
256,20220401,1
257,20220306,1
257,20220327,1
258,20220407,1
258,20220505,1
259,20220215,1
259,20220412,1
260,20220217,1
260,20220414,1
261,20220408,1
261,20220506,1
262,20220218,1
262,20220415,1
263,20220406,1
263,20220420,1
263,20220504,1
264,20220216,1
264,20220413,1
264,20220427,1
265,20220405,1
265,20220503,1
266,20220404,1
266,20220502,1
267,20220214,1
267,20220411,1
268,20220225,1
268,20220304,1
268,20220325,1
268,20220401,1
269,20220220,1
269,20220227,1
269,20220306,1
269,20220327,1
270,20220224,1
270,20220324,1
271,20220219,1
271,20220226,1
272,20220413,1
272,20220427,1
273,20220219,2
273,20220226,2
280,20220215,1
280,20220222,1
280,20220218,1
280,20220225,1
281,20220214,1
281,20220221,1
281,20220228,1
281,20220215,1
281,20220222,1
281,20220216,1
281,20220223,1
281,20220217,1
281,20220224,1
281,20220218,1
281,20220225,1
282,20220214,1
282,20220221,1
282,20220228,1
282,20220215,1
282,20220222,1
282,20220216,1
282,20220223,1
282,20220217,1
282,20220224,1
282,20220218,1
282,20220225,1
282,20220219,1
282,20220226,1
282,20220220,1
282,20220227,1
283,20220418,1
283,20220409,1
283,20220410,1
284,20220418,1
284,20220413,1
284,20220408,1
284,20220409,1
284,20220410,1
284,20220417,1
285,20220418,1
285,20220413,1
285,20220414,1
286,20220414,2
286,20220408,1
286,20220409,1
286,20220430,1
286,20220417,1
286,20220501,1
287,20220411,1
287,20220418,1
287,20220502,1
287,20220509,1
287,20220412,1
287,20220503,1
287,20220510,1
287,20220413,1
287,20220504,1
287,20220511,1
287,20220414,1
287,20220505,1
287,20220415,1
287,20220506,1
287,20220416,1
287,20220507,1
287,20220410,1
287,20220417,1
287,20220501,1
287,20220508,1
288,20220413,2
288,20220414,2
289,20220418,2
290,20220413,1
290,20220415,2
291,20220418,2
291,20220413,2
291,20220414,2
292,20220418,1
292,20220414,1
292,20220415,1
292,20220219,2
292,20220226,2
292,20220305,2
292,20220312,2
292,20220319,2
292,20220326,2
292,20220220,2
292,20220227,2
292,20220306,2
292,20220313,2
292,20220320,2
292,20220327,2
293,20220215,1
293,20220222,1
293,20220301,1
293,20220308,1
293,20220315,1
293,20220322,1
293,20220331,2
293,20220407,2
293,20220414,2
293,20220421,2
293,20220428,2
293,20220505,2
293,20220402,2
293,20220409,2
293,20220416,2
293,20220423,2
293,20220430,2
293,20220507,2
293,20220403,2
293,20220410,2
293,20220417,2
293,20220424,2
293,20220501,2
293,20220508,2
294,20220214,2
294,20220221,2
294,20220228,2
294,20220307,2
294,20220314,2
294,20220321,2
294,20220215,2
294,20220222,2
294,20220301,2
294,20220308,2
294,20220315,2
294,20220322,2
294,20220216,2
294,20220223,2
294,20220302,2
294,20220309,2
294,20220316,2
294,20220323,2
294,20220217,2
294,20220224,2
294,20220303,2
294,20220310,2
294,20220317,2
294,20220324,2
294,20220218,2
294,20220225,2
294,20220304,2
294,20220311,2
294,20220318,2
294,20220325,2
294,20220219,2
294,20220226,2
294,20220305,2
294,20220312,2
294,20220319,2
294,20220326,2
294,20220220,2
294,20220227,2
294,20220306,2
294,20220313,2
294,20220320,2
294,20220327,2
295,20220401,2
295,20220408,2
295,20220415,2
295,20220422,2
295,20220429,2
295,20220506,2
296,20220219,2
296,20220226,2
296,20220305,2
296,20220312,2
296,20220319,2
296,20220326,2
296,20220220,2
296,20220227,2
296,20220306,2
296,20220313,2
296,20220320,2
296,20220327,2
297,20220402,2
297,20220409,2
297,20220416,2
297,20220423,2
297,20220430,2
297,20220507,2
297,20220403,2
297,20220410,2
297,20220417,2
297,20220424,2
297,20220501,2
297,20220508,2
298,20220219,2
298,20220226,2
298,20220305,2
298,20220312,2
298,20220319,2
298,20220326,2
298,20220220,2
298,20220227,2
298,20220306,2
298,20220313,2
298,20220320,2
298,20220327,2
299,20220215,1
299,20220222,1
299,20220301,1
299,20220308,1
299,20220315,1
299,20220322,1
299,20220331,2
299,20220407,2
299,20220414,2
299,20220421,2
299,20220428,2
299,20220505,2
300,20220215,2
300,20220222,2
300,20220301,2
300,20220308,2
300,20220315,2
300,20220322,2
300,20220217,2
300,20220224,2
300,20220303,2
300,20220310,2
300,20220317,2
300,20220324,2
300,20220219,2
300,20220226,2
300,20220305,2
300,20220312,2
300,20220319,2
300,20220326,2
300,20220220,2
300,20220227,2
300,20220306,2
300,20220313,2
300,20220320,2
300,20220327,2
301,20220409,1
301,20220416,1
301,20220423,1
301,20220430,1
301,20220220,2
301,20220227,2
301,20220306,2
301,20220313,2
301,20220320,2
301,20220327,2
302,20220402,1
302,20220507,1
303,20220418,2
303,20220414,2
303,20220415,2
303,20220219,2
303,20220226,2
303,20220305,2
303,20220312,2
303,20220319,2
304,20220317,2
304,20220219,2
304,20220226,2
304,20220305,2
304,20220312,2
304,20220319,2
304,20220313,2
305,20220418,2
305,20220415,2
305,20220219,2
305,20220226,2
305,20220305,2
305,20220312,2
305,20220319,2
305,20220416,2
306,20220317,2
306,20220313,2
307,20220219,2
307,20220226,2
307,20220305,2
307,20220312,2
307,20220319,2
308,20220404,2
308,20220411,2
308,20220418,2
308,20220425,2
308,20220502,2
308,20220509,2
308,20220405,2
308,20220412,2
308,20220419,2
308,20220426,2
308,20220503,2
308,20220510,2
308,20220406,2
308,20220413,2
308,20220420,2
308,20220427,2
308,20220504,2
308,20220511,2
308,20220407,2
308,20220414,2
308,20220421,2
308,20220428,2
308,20220505,2
308,20220401,2
308,20220408,2
308,20220415,2
308,20220422,2
308,20220429,2
308,20220506,2
308,20220402,2
308,20220409,2
308,20220416,2
308,20220423,2
308,20220430,2
308,20220507,2
309,20220404,2
309,20220411,2
309,20220418,2
309,20220425,2
309,20220502,2
309,20220509,2
309,20220405,2
309,20220412,2
309,20220419,2
309,20220426,2
309,20220503,2
309,20220510,2
309,20220406,2
309,20220413,2
309,20220420,2
309,20220427,2
309,20220504,2
309,20220511,2
309,20220407,2
309,20220414,2
309,20220421,2
309,20220428,2
309,20220505,2
309,20220401,2
309,20220408,2
309,20220415,2
309,20220422,2
309,20220429,2
309,20220506,2
309,20220402,2
309,20220409,2
309,20220416,2
309,20220423,2
309,20220430,2
309,20220507,2
309,20220403,2
309,20220410,2
309,20220417,2
309,20220424,2
309,20220501,2
309,20220508,2
310,20220404,1
310,20220411,1
310,20220418,1
310,20220425,1
310,20220502,1
310,20220509,1
310,20220405,1
310,20220412,1
310,20220419,1
310,20220426,1
310,20220503,1
310,20220510,1
310,20220406,1
310,20220413,1
310,20220420,1
310,20220427,1
310,20220504,1
310,20220511,1
310,20220407,1
310,20220414,1
310,20220421,1
310,20220428,1
310,20220505,1
310,20220218,2
310,20220225,2
310,20220304,2
310,20220311,2
310,20220318,2
310,20220325,2
310,20220220,2
310,20220227,2
310,20220306,2
310,20220313,2
310,20220320,2
310,20220327,2
311,20220418,2
311,20220502,2
311,20220509,2
311,20220503,2
311,20220510,2
311,20220504,2
311,20220511,2
311,20220414,2
311,20220505,2
311,20220415,2
