"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
48,1,0,1,0,0,0,0,20220214,20220511
49,1,1,1,1,1,0,0,20220214,20220511
50,0,0,0,1,1,0,0,20220214,20220511
51,0,0,1,1,1,0,0,20220214,20220511
52,1,1,0,1,1,0,0,20220214,20220511
53,0,1,1,0,1,0,0,20220214,20220511
54,0,1,1,1,0,0,0,20220214,20220511
55,0,1,0,1,1,0,0,20220214,20220511
56,1,0,0,1,1,0,0,20220214,20220511
57,0,1,0,0,1,0,0,20220214,20220511
58,0,1,0,1,1,0,0,20220214,20220511
59,0,1,0,0,1,0,0,20220214,20220511
60,0,0,0,1,0,0,0,20220214,20220511
61,0,0,0,0,0,0,0,20220214,20220511
62,0,0,0,0,0,0,0,20220214,20220511
63,0,0,0,0,0,0,0,20220214,20220511
64,1,1,1,1,1,0,0,20220214,20220511
65,0,0,0,0,0,0,0,20220214,20220511
66,1,0,0,1,0,0,0,20220214,20220511
67,0,0,0,1,1,0,0,20220214,20220511
68,0,0,0,0,0,0,0,20220214,20220511
69,0,0,0,0,0,0,0,20220214,20220511
70,0,0,1,1,0,0,0,20220214,20220511
71,1,1,0,0,0,0,0,20220214,20220511
72,1,1,0,0,1,0,0,20220214,20220511
73,0,0,0,0,0,0,0,20220214,20220511
74,0,0,0,0,0,1,0,20220214,20220511
75,0,0,0,0,0,0,0,20220214,20220511
76,0,0,0,0,1,0,0,20220214,20220511
77,0,0,0,0,0,0,0,20220214,20220511
78,0,0,0,0,0,0,0,20220214,20220511
79,0,0,0,0,0,0,0,20220214,20220511
80,0,0,0,0,0,0,0,20220214,20220511
81,0,0,0,0,0,0,0,20220214,20220511
82,0,0,0,0,0,0,0,20220214,20220511
83,0,0,0,0,0,0,0,20220214,20220511
84,0,0,0,0,0,1,1,20220214,20220511
85,1,1,1,1,1,0,0,20220214,20220511
86,0,0,0,0,0,0,0,20220214,20220511
87,0,0,0,0,0,0,0,20220214,20220511
88,0,0,0,0,0,0,0,20220214,20220511
89,0,0,0,0,0,0,0,20220214,20220511
90,0,0,0,0,0,0,0,20220214,20220511
91,0,0,0,0,0,0,0,20220214,20220511
92,0,0,0,0,0,0,0,20220214,20220511
93,0,0,0,0,0,0,0,20220214,20220511
94,0,0,0,0,0,0,0,20220214,20220511
95,0,0,0,0,0,0,0,20220214,20220511
96,0,0,0,0,0,0,0,20220214,20220511
97,0,0,0,0,0,0,0,20220214,20220511
98,0,0,0,0,0,0,0,20220214,20220511
99,0,0,0,0,0,0,0,20220214,20220511
100,0,0,0,0,0,0,0,20220214,20220511
101,0,0,0,0,0,0,0,20220214,20220511
102,0,0,0,0,0,0,0,20220214,20220511
103,0,0,0,0,0,0,0,20220214,20220511
104,0,0,0,0,0,0,0,20220214,20220511
105,0,0,0,0,0,0,0,20220214,20220511
106,0,0,0,0,0,0,0,20220214,20220511
107,0,0,0,0,0,0,0,20220214,20220511
108,0,0,0,0,0,0,0,20220214,20220511
109,0,0,0,0,0,0,0,20220214,20220511
110,0,0,0,0,0,0,0,20220214,20220511
111,0,0,0,0,0,0,0,20220214,20220511
112,0,0,0,0,0,0,0,20220214,20220511
113,0,0,0,0,0,0,0,20220214,20220511
114,0,0,0,0,0,0,0,20220214,20220511
115,0,0,0,0,0,0,0,20220214,20220511
116,0,0,0,0,0,0,0,20220214,20220511
117,0,0,0,0,0,0,0,20220214,20220511
118,0,0,0,0,0,0,0,20220214,20220511
119,0,0,0,0,0,0,0,20220214,20220511
120,0,0,0,0,0,0,0,20220214,20220511
121,0,0,0,0,0,0,0,20220214,20220511
122,0,0,0,0,0,0,0,20220214,20220511
123,0,0,0,0,0,0,0,20220214,20220511
124,0,0,0,0,0,0,0,20220214,20220511
125,0,0,0,0,0,0,0,20220214,20220511
126,0,0,0,0,0,0,0,20220214,20220511
127,0,0,0,0,0,0,0,20220214,20220511
128,0,0,0,0,0,0,0,20220214,20220511
129,0,0,0,0,0,0,0,20220214,20220511
130,0,0,0,0,0,0,0,20220214,20220511
131,0,0,0,0,0,0,0,20220214,20220511
132,0,0,0,0,0,0,0,20220214,20220511
133,0,0,0,0,0,0,0,20220214,20220511
134,0,0,0,0,0,0,0,20220214,20220511
135,0,0,0,0,0,0,0,20220214,20220511
136,0,0,0,0,0,0,0,20220214,20220511
137,0,0,0,0,0,0,0,20220214,20220511
138,0,0,0,0,0,0,0,20220214,20220511
139,0,0,0,0,0,0,0,20220214,20220511
140,0,0,0,0,0,0,0,20220214,20220511
141,0,0,0,0,0,0,0,20220214,20220511
142,0,0,0,0,0,0,0,20220214,20220511
143,0,0,0,0,0,0,0,20220214,20220511
144,0,0,0,0,0,0,0,20220214,20220511
145,0,0,0,0,0,0,0,20220214,20220511
146,0,0,0,0,0,0,0,20220214,20220511
147,0,0,0,0,0,0,0,20220214,20220511
148,0,0,0,0,0,0,0,20220214,20220511
149,0,0,0,0,0,0,0,20220214,20220511
150,0,0,0,0,0,0,0,20220214,20220511
151,0,0,0,0,0,0,0,20220214,20220511
152,0,0,0,0,0,0,0,20220214,20220511
153,0,0,0,0,0,0,0,20220214,20220511
154,0,0,0,0,0,0,0,20220214,20220511
155,0,0,0,0,0,0,0,20220214,20220511
156,0,0,0,0,0,0,0,20220214,20220511
157,0,0,0,0,0,0,0,20220214,20220511
158,0,0,0,0,0,0,0,20220214,20220511
159,0,0,0,0,0,0,0,20220214,20220511
160,0,0,0,0,0,0,0,20220214,20220511
161,0,0,0,0,0,0,0,20220214,20220511
162,0,0,0,0,0,0,0,20220214,20220511
163,0,0,0,0,0,0,0,20220214,20220511
164,0,0,0,0,0,0,0,20220214,20220511
165,0,0,0,0,0,0,0,20220214,20220511
166,0,0,0,0,0,0,0,20220214,20220511
167,0,0,0,0,0,0,0,20220214,20220511
168,1,1,0,0,0,0,0,20220214,20220511
169,0,0,0,0,0,0,0,20220214,20220511
170,0,0,0,0,0,0,0,20220214,20220511
171,0,0,0,0,0,0,0,20220214,20220511
172,0,0,0,0,0,0,0,20220214,20220511
173,0,0,0,0,0,0,0,20220214,20220511
174,1,1,0,0,0,0,0,20220214,20220511
175,0,0,0,0,0,0,0,20220214,20220511
176,0,0,0,0,0,0,0,20220214,20220511
177,0,0,0,0,0,0,0,20220214,20220511
178,0,0,0,0,0,0,0,20220214,20220511
179,1,1,1,1,1,0,1,20220214,20220511
180,1,1,1,1,1,0,1,20220214,20220511
181,1,1,1,1,1,1,0,20220214,20220511
182,0,0,0,0,0,0,0,20220214,20220511
183,1,1,1,1,1,0,0,20220214,20220511
184,1,1,1,1,1,0,0,20220214,20220511
185,0,0,0,0,0,0,0,20220214,20220511
186,0,0,0,0,0,1,0,20220214,20220511
187,1,1,1,1,1,0,0,20220214,20220511
188,1,1,1,1,1,0,0,20220214,20220511
189,0,0,0,0,0,0,1,20220214,20220511
190,0,0,0,0,0,1,0,20220214,20220511
191,0,0,0,0,0,1,0,20220214,20220511
192,1,1,1,1,1,0,0,20220214,20220511
193,0,0,0,0,0,0,0,20220214,20220511
194,1,1,1,1,1,0,0,20220214,20220511
195,0,0,0,0,0,0,0,20220214,20220511
196,0,0,0,0,0,0,0,20220214,20220511
197,0,0,0,0,0,0,1,20220214,20220511
198,0,0,0,0,0,0,0,20220214,20220511
199,1,1,1,1,1,0,0,20220214,20220511
200,0,0,0,0,0,0,0,20220214,20220511
201,0,0,0,0,0,0,0,20220214,20220511
202,0,0,0,0,0,1,1,20220214,20220511
203,0,0,0,0,1,0,0,20220214,20220511
204,1,1,1,1,0,0,0,20220214,20220511
205,0,0,0,0,1,0,0,20220214,20220511
206,0,0,1,1,1,0,0,20220214,20220511
207,1,1,1,1,0,0,0,20220214,20220511
208,1,1,1,1,1,0,0,20220214,20220511
209,0,0,0,0,0,1,1,20220214,20220511
210,0,0,0,0,0,1,1,20220214,20220511
211,0,0,0,0,0,1,0,20220214,20220511
212,0,0,0,0,0,0,1,20220214,20220511
213,0,0,1,1,1,0,0,20220214,20220511
214,0,0,0,0,0,0,0,20220214,20220511
215,1,1,1,1,1,1,1,20220214,20220511
216,1,1,1,1,1,0,0,20220214,20220511
217,1,1,1,1,0,1,1,20220214,20220511
218,1,1,1,1,1,1,1,20220214,20220511
219,0,0,0,0,0,0,0,20220214,20220511
220,0,0,0,0,0,0,1,20220214,20220511
221,0,0,0,0,0,1,1,20220214,20220511
222,1,1,1,1,1,0,0,20220214,20220511
223,0,0,0,0,0,0,0,20220214,20220511
224,0,0,0,0,0,1,0,20220214,20220511
225,0,0,0,0,0,1,1,20220214,20220511
226,0,0,0,0,0,1,1,20220214,20220511
227,1,1,1,1,1,0,0,20220214,20220511
228,0,0,0,0,0,0,0,20220214,20220511
229,0,0,0,0,0,1,1,20220214,20220511
230,0,0,0,0,0,0,0,20220214,20220511
231,0,0,0,0,0,0,0,20220214,20220511
232,0,0,0,0,0,1,0,20220214,20220511
233,0,0,0,0,0,0,1,20220214,20220511
234,0,0,0,0,0,1,0,20220214,20220511
235,0,0,0,0,0,1,1,20220214,20220511
236,0,0,0,0,1,1,1,20220214,20220511
237,1,1,0,0,0,1,1,20220214,20220511
238,0,0,0,0,0,0,0,20220214,20220511
239,0,0,0,0,0,0,0,20220214,20220511
240,0,0,0,0,0,0,0,20220214,20220511
241,0,0,0,0,0,0,0,20220214,20220511
242,0,0,0,0,0,0,0,20220214,20220511
243,0,0,0,0,0,0,0,20220214,20220511
244,0,0,0,0,0,0,0,20220214,20220511
245,0,0,0,0,0,0,0,20220214,20220511
246,0,0,0,0,0,0,0,20220214,20220511
247,0,0,0,0,0,0,0,20220214,20220511
248,0,0,0,0,0,0,0,20220214,20220511
249,0,0,0,0,0,0,0,20220214,20220511
250,0,0,0,0,0,0,0,20220214,20220511
251,0,0,0,0,0,0,0,20220214,20220511
252,0,0,0,0,0,0,0,20220214,20220511
253,0,0,0,0,0,0,0,20220214,20220511
254,0,0,0,0,0,0,1,20220214,20220511
255,0,0,0,0,0,0,0,20220214,20220511
256,0,0,0,0,0,0,0,20220214,20220511
257,0,0,0,0,0,0,0,20220214,20220511
258,0,0,0,0,0,0,0,20220214,20220511
259,0,0,0,0,0,0,0,20220214,20220511
260,0,0,0,0,0,0,0,20220214,20220511
261,0,0,0,0,0,0,0,20220214,20220511
262,0,0,0,0,0,0,0,20220214,20220511
263,0,0,0,0,0,0,0,20220214,20220511
264,0,0,0,0,0,0,0,20220214,20220511
265,0,0,0,0,0,0,0,20220214,20220511
266,0,0,0,0,0,0,0,20220214,20220511
267,0,0,0,0,0,0,0,20220214,20220511
268,0,0,0,0,0,0,0,20220214,20220511
269,0,0,0,0,0,0,0,20220214,20220511
270,0,0,0,0,0,0,0,20220214,20220511
271,0,0,0,0,0,0,0,20220214,20220511
272,0,0,0,0,0,0,0,20220214,20220511
273,0,0,0,0,0,1,0,20220214,20220511
274,1,1,1,1,1,0,0,20220214,20220511
275,1,1,1,1,0,0,0,20220214,20220511
276,0,0,0,0,0,0,1,20220214,20220511
277,1,0,0,1,1,1,1,20220214,20220511
278,0,0,0,0,1,0,1,20220214,20220511
279,1,0,0,1,0,1,0,20220214,20220511
280,0,0,0,0,0,0,0,20220214,20220511
281,0,0,0,0,0,0,0,20220214,20220511
282,0,0,0,0,0,0,0,20220214,20220511
283,0,0,0,0,0,0,0,20220214,20220511
284,0,0,0,0,0,0,0,20220214,20220511
285,0,0,0,0,1,1,1,20220214,20220511
286,1,1,1,1,0,0,0,20220214,20220511
287,0,0,0,0,0,0,0,20220214,20220511
288,0,1,1,1,0,0,0,20220214,20220511
289,1,0,0,0,0,0,0,20220214,20220511
290,0,0,0,0,1,0,0,20220214,20220511
291,1,1,1,1,0,0,0,20220214,20220511
292,0,0,0,0,0,1,1,20220214,20220511
293,0,0,0,1,0,1,1,20220214,20220511
294,1,1,1,1,1,1,1,20220214,20220511
295,0,0,0,0,1,0,0,20220214,20220511
296,1,1,1,1,1,1,1,20220214,20220511
297,0,0,0,0,0,1,1,20220214,20220511
298,0,0,0,0,0,1,1,20220214,20220511
299,0,0,0,1,0,0,0,20220214,20220511
300,1,1,1,1,1,1,1,20220214,20220511
301,0,0,0,0,0,0,1,20220214,20220511
302,0,0,0,0,0,0,0,20220214,20220511
303,1,1,1,1,1,1,0,20220214,20220511
304,1,1,1,1,1,1,1,20220214,20220511
305,1,1,1,1,1,1,0,20220214,20220511
306,1,1,1,1,1,1,1,20220214,20220511
307,1,1,1,1,1,1,1,20220214,20220511
308,1,1,1,1,1,1,0,20220214,20220511
309,1,1,1,1,1,1,1,20220214,20220511
310,0,0,0,0,1,0,1,20220214,20220511
311,1,1,1,1,1,0,0,20220214,20220511
312,1,1,1,1,1,1,1,20220214,20220511
313,1,1,1,1,1,1,0,20220214,20220511
314,0,0,0,0,0,0,1,20220214,20220511
315,0,0,0,0,0,0,0,20220214,20220511
316,0,0,0,0,0,1,1,20220214,20220511
317,1,1,1,1,1,1,1,20220214,20220511
318,1,1,1,1,0,0,0,20220214,20220511
319,0,0,0,0,1,0,1,20220214,20220511
320,0,0,0,0,0,0,0,20220214,20220511
321,0,0,0,0,0,0,0,20220214,20220511
322,1,1,1,1,1,0,0,20220214,20220511
323,0,0,0,0,0,0,0,20220214,20220511
324,0,0,0,0,0,0,0,20220214,20220511
325,0,0,0,0,0,0,0,20220214,20220511
326,0,0,0,0,0,0,0,20220214,20220511
327,0,0,0,0,0,0,0,20220214,20220511
328,1,1,1,1,0,0,0,20220214,20220511
329,0,0,0,0,0,0,0,20220214,20220511
330,0,0,0,0,0,0,0,20220214,20220511
331,0,0,0,0,0,0,0,20220214,20220511
332,0,0,0,0,0,0,0,20220214,20220511
333,0,0,0,0,0,0,0,20220214,20220511
334,0,0,0,0,0,0,0,20220214,20220511
335,0,0,0,0,0,0,0,20220214,20220511
336,0,0,0,0,0,0,0,20220214,20220511
337,0,0,0,0,0,0,0,20220214,20220511
338,0,0,0,0,0,0,0,20220214,20220511
339,0,0,0,0,0,0,0,20220214,20220511
340,0,0,0,0,0,0,0,20220214,20220511
341,0,0,0,0,0,0,0,20220214,20220511
342,0,0,0,0,0,0,0,20220214,20220511
343,0,0,0,0,0,0,0,20220214,20220511
344,0,0,0,0,0,0,0,20220214,20220511
345,0,0,0,0,0,0,0,20220214,20220511
346,0,0,0,0,0,0,0,20220214,20220511
347,0,0,0,0,0,0,0,20220214,20220511
348,0,0,0,0,0,0,0,20220214,20220511
349,0,0,0,0,0,0,0,20220214,20220511
350,0,0,0,0,0,0,0,20220214,20220511
351,0,0,0,0,0,0,0,20220214,20220511
352,0,0,0,0,0,0,0,20220214,20220511
353,0,0,0,0,0,0,0,20220214,20220511
354,0,0,0,0,0,0,0,20220214,20220511
355,0,0,0,0,0,0,0,20220214,20220511
356,0,0,0,0,0,0,0,20220214,20220511
357,0,0,0,0,0,0,0,20220214,20220511
358,0,0,0,0,0,0,0,20220214,20220511
359,0,0,0,0,0,0,0,20220214,20220511
360,0,0,0,0,0,0,0,20220214,20220511
361,0,0,0,0,0,0,0,20220214,20220511
362,0,0,0,0,0,0,0,20220214,20220511
363,0,0,0,0,0,0,0,20220214,20220511
364,0,0,0,0,0,0,0,20220214,20220511
365,0,0,0,0,0,0,0,20220214,20220511
366,0,0,0,0,0,0,0,20220214,20220511
367,0,0,0,0,0,0,0,20220214,20220511
368,0,0,0,0,0,0,0,20220214,20220511
369,0,0,0,0,0,0,0,20220214,20220511
370,0,0,0,0,0,0,0,20220214,20220511
371,0,0,0,0,0,0,0,20220214,20220511
372,0,0,0,0,0,0,0,20220214,20220511
373,0,0,0,0,0,0,0,20220214,20220511
374,0,0,0,0,0,0,0,20220214,20220511
375,0,0,0,0,0,0,0,20220214,20220511
376,0,0,0,0,0,0,0,20220214,20220511
377,0,0,0,0,0,0,0,20220214,20220511
378,0,0,0,0,0,0,0,20220214,20220511
379,0,0,0,0,0,0,0,20220214,20220511
380,0,0,0,0,0,0,0,20220214,20220511
381,0,0,0,0,0,0,0,20220214,20220511
382,0,0,0,0,0,0,0,20220214,20220511
383,0,0,0,0,0,0,0,20220214,20220511
384,0,0,0,0,0,0,0,20220214,20220511
385,0,0,0,0,0,0,0,20220214,20220511
386,0,0,0,0,0,0,0,20220214,20220511
387,0,0,0,0,0,0,0,20220214,20220511
388,0,0,0,0,0,0,0,20220214,20220511
389,0,0,0,0,0,0,0,20220214,20220511
390,0,0,0,0,0,0,0,20220214,20220511
391,0,0,0,0,0,0,0,20220214,20220511
392,0,0,0,0,0,0,0,20220214,20220511
393,0,0,0,0,0,0,0,20220214,20220511
394,0,0,0,0,0,0,0,20220214,20220511
395,0,0,0,0,0,0,0,20220214,20220511
396,0,0,0,0,0,0,0,20220214,20220511
397,0,0,0,0,0,0,0,20220214,20220511
398,0,0,0,0,0,0,0,20220214,20220511
399,0,0,0,0,0,0,0,20220214,20220511
400,0,0,0,0,0,0,0,20220214,20220511
401,0,0,0,0,0,0,0,20220214,20220511
402,0,0,0,0,0,0,0,20220214,20220511
403,0,0,0,0,0,0,0,20220214,20220511
404,0,0,0,0,0,0,0,20220214,20220511
405,0,0,0,0,0,0,0,20220214,20220511
406,0,0,0,0,0,0,0,20220214,20220511
407,0,0,0,0,0,0,0,20220214,20220511
408,0,0,0,0,0,0,0,20220214,20220511
409,0,0,0,0,0,0,0,20220214,20220511
410,0,0,0,0,0,0,0,20220214,20220511
411,0,0,0,0,0,0,0,20220214,20220511
412,0,0,0,0,0,0,0,20220214,20220511
413,0,0,0,0,0,0,0,20220214,20220511
414,0,0,0,0,0,0,0,20220214,20220511
415,0,0,0,0,0,0,0,20220214,20220511
416,0,0,0,0,0,0,0,20220214,20220511
417,0,0,0,0,0,0,0,20220214,20220511
418,0,0,0,0,0,0,0,20220214,20220511
419,0,0,0,0,0,0,0,20220214,20220511
420,0,0,0,0,0,0,0,20220214,20220511
421,0,0,0,0,0,0,0,20220214,20220511
422,0,0,0,0,0,0,0,20220214,20220511
423,0,0,0,0,0,0,0,20220214,20220511
424,0,0,0,0,0,0,0,20220214,20220511
425,0,0,0,0,0,0,0,20220214,20220511
426,0,0,0,0,0,0,0,20220214,20220511
427,0,0,0,0,0,0,0,20220214,20220511
428,0,0,0,0,0,0,0,20220214,20220511
429,0,0,0,0,0,0,0,20220214,20220511
430,0,0,0,0,0,0,0,20220214,20220511
431,0,0,0,0,0,0,0,20220214,20220511
432,0,0,0,0,0,0,0,20220214,20220511
433,0,0,0,0,0,0,0,20220214,20220511
434,0,0,0,0,0,0,0,20220214,20220511
435,0,0,0,0,0,0,0,20220214,20220511
436,0,0,0,0,0,0,0,20220214,20220511
437,0,0,0,0,0,0,0,20220214,20220511
438,0,0,0,0,0,0,0,20220214,20220511
439,0,0,0,0,0,0,0,20220214,20220511
440,0,0,0,0,0,0,0,20220214,20220511
441,0,0,0,0,0,0,0,20220214,20220511
442,0,0,0,0,0,0,0,20220214,20220511
443,0,0,0,0,0,0,0,20220214,20220511
444,0,0,0,0,0,0,0,20220214,20220511
445,0,0,0,0,0,0,0,20220214,20220511
446,0,0,0,0,0,0,0,20220214,20220511
447,0,0,0,0,0,0,0,20220214,20220511
448,0,0,0,0,0,0,0,20220214,20220511
449,0,0,0,0,0,0,0,20220214,20220511
450,0,0,0,0,0,0,0,20220214,20220511
451,0,0,0,0,0,0,0,20220214,20220511
452,0,0,0,0,0,0,0,20220214,20220511
453,0,0,0,0,0,0,0,20220214,20220511
454,0,0,0,0,0,0,0,20220214,20220511
455,1,1,1,1,1,0,0,20220214,20220511
456,1,1,1,1,1,0,0,20220214,20220511
457,0,0,0,0,0,0,0,20220214,20220511
458,0,0,0,0,0,0,0,20220214,20220511
459,0,0,0,0,0,0,0,20220214,20220511
460,0,0,0,0,0,0,0,20220214,20220511
461,0,0,0,0,0,0,0,20220214,20220511
462,0,0,0,0,0,0,0,20220214,20220511
463,0,0,0,0,0,0,0,20220214,20220511
464,0,0,0,0,0,0,0,20220214,20220511
465,0,0,0,0,0,0,0,20220214,20220511
466,0,0,0,0,0,0,0,20220214,20220511
467,0,0,0,0,0,0,0,20220214,20220511
468,1,1,1,1,1,1,1,20220214,20220511
469,0,0,0,0,0,0,0,20220214,20220511
470,0,0,0,0,0,0,0,20220214,20220511
471,0,0,0,0,0,1,0,20220214,20220511
472,0,0,0,0,0,0,0,20220214,20220511
473,1,1,1,1,1,0,0,20220214,20220511
474,0,0,0,0,0,0,0,20220214,20220511
475,0,0,0,0,0,0,0,20220214,20220511
476,0,0,0,0,0,0,0,20220214,20220511
477,0,0,0,0,0,0,0,20220214,20220511
478,0,0,0,0,0,0,0,20220214,20220511
479,0,0,0,0,0,0,0,20220214,20220511
480,0,0,0,0,0,0,0,20220214,20220511
481,0,0,0,0,0,0,0,20220214,20220511
482,0,0,0,0,0,0,0,20220214,20220511
483,0,0,0,0,0,0,0,20220214,20220511
484,0,0,0,0,0,0,0,20220214,20220511
485,0,0,0,0,0,0,0,20220214,20220511
486,0,0,0,0,0,0,0,20220214,20220511
487,1,1,1,1,1,0,0,20220214,20220511
488,0,0,0,0,0,1,1,20220214,20220511
489,0,0,0,0,0,0,1,20220214,20220511
490,1,1,1,1,1,0,0,20220214,20220511
491,0,0,0,0,0,0,0,20220214,20220511
492,1,1,1,1,1,1,1,20220214,20220511
493,0,0,0,0,1,1,1,20220214,20220511
494,0,0,0,0,0,0,0,20220214,20220511
495,0,0,0,0,0,0,0,20220214,20220511
496,0,0,0,0,0,0,0,20220214,20220511
497,0,0,0,0,0,0,0,20220214,20220511
498,0,0,0,0,0,0,0,20220214,20220511
499,0,0,0,0,0,0,0,20220214,20220511
500,0,0,0,0,0,0,0,20220214,20220511
501,0,0,0,0,0,0,0,20220214,20220511
502,0,0,0,0,0,0,0,20220214,20220511
503,0,0,0,0,0,0,0,20220214,20220511
504,1,1,1,1,0,0,0,20220214,20220511
505,0,0,0,0,1,0,0,20220214,20220511
506,0,0,0,0,0,0,0,20220214,20220511
507,1,1,1,1,1,0,0,20220214,20220511
508,0,0,0,0,0,1,1,20220214,20220511
509,0,0,0,0,0,0,0,20220214,20220511
510,0,0,0,0,0,0,0,20220214,20220511
511,0,0,0,0,0,0,1,20220214,20220511
512,0,0,0,0,0,1,0,20220214,20220511
513,0,0,0,0,0,0,1,20220214,20220511
514,0,0,0,0,0,1,0,20220214,20220511
515,0,0,0,0,0,1,1,20220214,20220511
516,0,0,0,0,0,1,1,20220214,20220511
517,0,0,0,0,0,1,1,20220214,20220511
518,0,0,0,0,0,1,1,20220214,20220511
519,1,1,1,1,0,0,0,20220214,20220511
520,0,0,0,0,1,0,0,20220214,20220511
521,1,1,1,1,0,0,0,20220214,20220511
522,0,0,0,0,1,0,0,20220214,20220511
523,1,1,1,1,1,0,0,20220214,20220511
524,1,1,1,1,1,0,0,20220214,20220511
525,1,1,1,1,0,0,0,20220214,20220511
526,0,0,0,0,1,0,0,20220214,20220511
527,1,1,1,1,1,1,1,20220214,20220511
528,0,0,0,0,1,1,0,20220214,20220511
529,1,1,1,1,0,0,1,20220214,20220511
530,0,0,0,0,0,0,0,20220214,20220511
531,1,1,1,1,0,0,1,20220214,20220511
532,0,0,0,0,1,1,0,20220214,20220511
533,1,1,1,1,0,1,1,20220214,20220511
534,0,0,0,0,1,0,0,20220214,20220511
535,1,1,1,1,1,1,1,20220214,20220511
536,1,1,1,1,0,1,1,20220214,20220511
537,0,0,0,0,1,0,0,20220214,20220511
538,0,0,0,0,0,1,0,20220214,20220511
539,1,1,1,1,1,0,1,20220214,20220511
540,1,1,1,1,1,1,1,20220214,20220511
541,1,1,1,1,1,1,1,20220214,20220511
542,1,1,1,1,1,1,0,20220214,20220511
543,0,0,0,0,0,1,0,20220214,20220511
544,0,0,0,0,0,0,0,20220214,20220511
545,0,0,0,0,0,1,0,20220214,20220511
546,0,0,0,0,0,1,0,20220214,20220511
547,0,0,0,0,0,1,1,20220214,20220511
548,0,0,0,0,0,1,1,20220214,20220511
549,0,0,0,0,0,0,1,20220214,20220511
550,0,0,0,0,0,0,1,20220214,20220511
551,0,0,0,0,0,1,1,20220214,20220511
552,0,0,0,0,0,1,0,20220214,20220511
553,1,1,1,1,0,0,0,20220214,20220511
554,0,0,0,0,1,0,0,20220214,20220511
555,0,0,0,0,0,0,1,20220214,20220511
556,0,0,0,0,0,1,1,20220214,20220511
557,0,0,0,0,0,0,0,20220214,20220511
558,0,0,0,0,0,0,0,20220214,20220511
559,0,0,0,0,0,0,0,20220214,20220511
560,0,0,0,0,0,0,1,20220214,20220511
561,0,0,0,0,0,1,1,20220214,20220511
562,0,0,0,0,0,1,1,20220214,20220511
563,1,1,1,1,1,1,1,20220214,20220511
564,1,1,1,1,1,1,1,20220214,20220511
565,0,0,0,0,0,1,1,20220214,20220511
566,1,1,1,1,1,1,1,20220214,20220511
567,0,0,0,0,0,1,1,20220214,20220511
568,1,1,1,1,1,0,0,20220214,20220511
569,1,1,1,1,1,1,1,20220214,20220511
570,0,0,0,0,0,0,0,20220214,20220511
571,0,0,0,0,0,0,0,20220214,20220511
572,0,0,0,0,0,0,0,20220214,20220511
573,0,0,0,0,0,0,0,20220214,20220511
574,0,0,0,1,1,0,0,20220214,20220511
575,0,0,0,0,0,0,0,20220214,20220511
576,1,1,1,1,1,0,0,20220214,20220511
577,0,0,0,0,0,0,0,20220214,20220511
578,0,0,0,0,0,0,0,20220214,20220511
579,0,0,0,0,0,0,0,20220214,20220511
